[INFO] [1789635018.730863685] [vision_manager]: Subscribed to rgb=/rgb, depth=/depth, camera_info=/camera_info, target_frame=wrist_camera_optical_frame
[INFO] [1789635020.948402451] [vision_manager]: Book detected: xyz=(-0.086, -0.179, 0.401), center=(252, 98)
[INFO] [1789635020.949725506] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635020.950984454] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.507), center=(249, 180)
[INFO] [1789635020.952258640] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789635020.953509994] [vision_manager]: Book detected: xyz=(-0.116, -0.021, 0.511), center=(248, 227)
[INFO] [1789635020.954680900] [vision_manager]: Book detected: xyz=(-0.091, 0.045, 0.401), center=(248, 276)
[INFO] [1789635020.955476099] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635021.099130072] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635021.100428052] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635021.101685915] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.507), center=(249, 180)
[INFO] [1789635021.102987967] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789635021.104290348] [vision_manager]: Book detected: xyz=(-0.114, -0.021, 0.511), center=(249, 227)
[INFO] [1789635021.105554044] [vision_manager]: Book detected: xyz=(-0.091, 0.044, 0.400), center=(248, 275)
[INFO] [1789635021.106434536] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635021.250862419] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635021.252517848] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635021.254117146] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635021.255596390] [vision_manager]: Book detected: xyz=(0.649, 0.000, 0.869), center=(557, 240)
[INFO] [1789635021.256693063] [vision_manager]: Book detected: xyz=(-0.124, -0.021, 0.556), center=(249, 228)
[INFO] [1789635021.257815771] [vision_manager]: Book detected: xyz=(-0.091, 0.045, 0.401), center=(248, 276)
[INFO] [1789635021.258568461] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635021.394541455] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635021.396707674] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635021.398634058] [vision_manager]: Book detected: xyz=(0.649, 0.000, 0.869), center=(557, 240)
[INFO] [1789635021.400579224] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635021.402495882] [vision_manager]: Book detected: xyz=(-0.126, -0.021, 0.556), center=(248, 228)
[INFO] [1789635021.404400465] [vision_manager]: Book detected: xyz=(-0.091, 0.045, 0.401), center=(248, 276)
[INFO] [1789635021.405458835] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635021.525474391] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635021.526459172] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635021.527402413] [vision_manager]: Book detected: xyz=(0.647, 0.000, 0.869), center=(556, 240)
[INFO] [1789635021.528353948] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635021.529292625] [vision_manager]: Book detected: xyz=(-0.126, -0.021, 0.556), center=(248, 228)
[INFO] [1789635021.530244500] [vision_manager]: Book detected: xyz=(-0.091, 0.045, 0.401), center=(248, 276)
[INFO] [1789635021.530820369] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635021.651775626] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635021.653102619] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635021.654381329] [vision_manager]: Book detected: xyz=(0.652, 0.000, 0.869), center=(558, 240)
[INFO] [1789635021.655656925] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635021.656819714] [vision_manager]: Book detected: xyz=(-0.116, -0.021, 0.511), center=(248, 227)
[INFO] [1789635021.657903572] [vision_manager]: Book detected: xyz=(-0.091, 0.045, 0.401), center=(248, 276)
[INFO] [1789635021.658687737] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635021.797502743] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635021.799194759] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635021.848655276] [vision_manager]: Book detected: xyz=(0.638, 0.000, 0.869), center=(553, 240)
[INFO] [1789635021.849480890] [vision_manager]: Book detected: xyz=(-0.128, -0.094, 0.563), center=(248, 187)
[INFO] [1789635021.850282598] [vision_manager]: Book detected: xyz=(-0.126, -0.021, 0.556), center=(248, 228)
[INFO] [1789635021.850797774] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635021.980360541] [vision_manager]: Book detected: xyz=(-0.088, -0.178, 0.401), center=(250, 99)
[INFO] [1789635021.981353162] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635021.982297604] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635021.983229807] [vision_manager]: Book detected: xyz=(-0.130, -0.096, 0.563), center=(247, 186)
[INFO] [1789635021.984104977] [vision_manager]: Book detected: xyz=(-0.091, -0.030, 0.400), center=(248, 216)
[INFO] [1789635022.109442627] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635022.110797839] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635022.112077606] [vision_manager]: Book detected: xyz=(-0.128, -0.094, 0.563), center=(248, 187)
[INFO] [1789635022.113346640] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789635022.229646018] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635022.230623824] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635022.231581456] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.491), center=(249, 178)
[INFO] [1789635022.232538095] [vision_manager]: Book detected: xyz=(0.622, 0.000, 0.869), center=(547, 240)
[INFO] [1789635022.233447063] [vision_manager]: Book detected: xyz=(-0.090, -0.030, 0.400), center=(249, 216)
[INFO] [1789635022.344120976] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635022.345423132] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635022.346676009] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.483), center=(248, 177)
[INFO] [1789635022.347934170] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789635022.349211758] [vision_manager]: Book detected: xyz=(-0.091, -0.034, 0.400), center=(248, 213)
[INFO] [1789635022.466930911] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635022.468445759] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635022.470724096] [vision_manager]: Book detected: xyz=(-0.113, -0.096, 0.499), center=(248, 179)
[INFO] [1789635022.472217038] [vision_manager]: Book detected: xyz=(0.614, 0.000, 0.869), center=(544, 240)
[INFO] [1789635022.474355930] [vision_manager]: Book detected: xyz=(-0.091, -0.030, 0.400), center=(248, 216)
[INFO] [1789635022.595719458] [vision_manager]: Book detected: xyz=(-0.088, -0.178, 0.401), center=(250, 99)
[INFO] [1789635022.597438766] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635022.599724854] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.475), center=(248, 176)
[INFO] [1789635022.602306133] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789635022.742270436] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635022.743439161] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635022.744496532] [vision_manager]: Book detected: xyz=(-0.106, -0.096, 0.475), center=(249, 176)
[INFO] [1789635022.745710532] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789635022.746656373] [vision_manager]: Book detected: xyz=(-0.130, -0.082, 0.563), center=(247, 194)
[INFO] [1789635022.894074467] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635022.895400521] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635022.896659954] [vision_manager]: Book detected: xyz=(-0.106, -0.096, 0.468), center=(248, 175)
[INFO] [1789635022.898409276] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635023.071544032] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635023.074070504] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635023.075447630] [vision_manager]: Book detected: xyz=(-0.103, -0.096, 0.454), center=(248, 173)
[INFO] [1789635023.076841741] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635023.251629004] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635023.253701489] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635023.257098946] [vision_manager]: Book detected: xyz=(-0.106, -0.096, 0.468), center=(248, 175)
[INFO] [1789635023.259817857] [vision_manager]: Book detected: xyz=(0.633, 0.003, 0.869), center=(551, 241)
[INFO] [1789635023.426829819] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635023.428364041] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635023.429756085] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.483), center=(248, 177)
[INFO] [1789635023.431043348] [vision_manager]: Book detected: xyz=(0.641, 0.000, 0.869), center=(554, 240)
[INFO] [1789635023.432450889] [vision_manager]: Book detected: xyz=(-0.091, -0.034, 0.400), center=(248, 213)
[INFO] [1789635023.673226159] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635023.674252439] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635023.675203674] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.483), center=(248, 177)
[INFO] [1789635023.676187113] [vision_manager]: Book detected: xyz=(0.649, 0.000, 0.869), center=(557, 240)
[INFO] [1789635023.677127964] [vision_manager]: Book detected: xyz=(-0.091, -0.034, 0.400), center=(248, 213)
[INFO] [1789635023.678117326] [vision_manager]: Book detected: xyz=(-0.091, 0.043, 0.400), center=(248, 274)
[INFO] [1789635023.827464433] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635023.828878505] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635023.830823255] [vision_manager]: Book detected: xyz=(-0.111, -0.096, 0.491), center=(248, 178)
[INFO] [1789635023.832785322] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789635023.834139069] [vision_manager]: Book detected: xyz=(-0.091, 0.043, 0.400), center=(248, 274)
[INFO] [1789635023.835392468] [vision_manager]: Book detected: xyz=(-0.092, -0.040, 0.400), center=(247, 208)
[INFO] [1789635023.964335697] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635023.965294933] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635023.966225232] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.483), center=(248, 177)
[INFO] [1789635023.967122945] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635023.967998426] [vision_manager]: Book detected: xyz=(-0.091, -0.033, 0.400), center=(248, 214)
[INFO] [1789635023.968885245] [vision_manager]: Book detected: xyz=(-0.091, 0.043, 0.400), center=(248, 274)
[INFO] [1789635024.096270267] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635024.097320590] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635024.098271673] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.507), center=(248, 180)
[INFO] [1789635024.099153362] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789635024.100021215] [vision_manager]: Book detected: xyz=(-0.091, 0.044, 0.400), center=(248, 275)
[INFO] [1789635024.100901503] [vision_manager]: Book detected: xyz=(-0.128, -0.005, 0.563), center=(248, 237)
[INFO] [1789635024.101520493] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635024.243892112] [vision_manager]: Book detected: xyz=(-0.086, -0.179, 0.401), center=(252, 98)
[INFO] [1789635024.244856457] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635024.245777451] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.499), center=(249, 179)
[INFO] [1789635024.246690065] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789635024.247592090] [vision_manager]: Book detected: xyz=(-0.091, 0.043, 0.400), center=(248, 274)
[INFO] [1789635024.377626614] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635024.378820717] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635024.379836983] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.499), center=(249, 179)
[INFO] [1789635024.381388833] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635024.382805410] [vision_manager]: Book detected: xyz=(-0.116, -0.021, 0.511), center=(248, 227)
[INFO] [1789635024.384028262] [vision_manager]: Book detected: xyz=(-0.091, 0.044, 0.400), center=(248, 275)
[INFO] [1789635024.384657217] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635024.526123765] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635024.527113096] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635024.528032720] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.499), center=(249, 179)
[INFO] [1789635024.528905932] [vision_manager]: Book detected: xyz=(0.649, 0.000, 0.869), center=(557, 240)
[INFO] [1789635024.529862198] [vision_manager]: Book detected: xyz=(-0.114, -0.021, 0.511), center=(249, 227)
[INFO] [1789635024.530720676] [vision_manager]: Book detected: xyz=(-0.091, 0.044, 0.400), center=(248, 275)
[INFO] [1789635024.531305004] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635024.655039847] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635024.656005449] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635024.656925051] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635024.657826327] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789635024.658734054] [vision_manager]: Book detected: xyz=(-0.116, -0.021, 0.511), center=(248, 227)
[INFO] [1789635024.659637182] [vision_manager]: Book detected: xyz=(-0.091, 0.043, 0.400), center=(248, 274)
[INFO] [1789635024.660274718] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635024.801663457] [vision_manager]: Book detected: xyz=(-0.087, -0.178, 0.401), center=(251, 99)
[INFO] [1789635024.802620194] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635024.803532532] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635024.804440148] [vision_manager]: Book detected: xyz=(0.641, 0.000, 0.869), center=(554, 240)
[INFO] [1789635024.805356098] [vision_manager]: Book detected: xyz=(-0.124, -0.021, 0.556), center=(249, 228)
[INFO] [1789635024.806279282] [vision_manager]: Book detected: xyz=(-0.091, 0.042, 0.400), center=(248, 273)
[INFO] [1789635024.806856498] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635024.936575782] [vision_manager]: Book detected: xyz=(-0.086, -0.178, 0.401), center=(252, 99)
[INFO] [1789635024.937528886] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635024.938489218] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.507), center=(249, 180)
[INFO] [1789635024.939468831] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635024.940769054] [vision_manager]: Book detected: xyz=(-0.091, 0.043, 0.400), center=(248, 274)
[INFO] [1789635024.942111772] [vision_manager]: Book detected: xyz=(-0.092, -0.052, 0.401), center=(247, 199)
[INFO] [1789635025.096481381] [vision_manager]: Book detected: xyz=(-0.086, -0.179, 0.401), center=(252, 98)
[INFO] [1789635025.097721227] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635025.098715931] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.491), center=(250, 178)
[INFO] [1789635025.099662338] [vision_manager]: Book detected: xyz=(0.638, 0.000, 0.869), center=(553, 240)
[INFO] [1789635025.100573343] [vision_manager]: Book detected: xyz=(-0.114, -0.021, 0.511), center=(249, 227)
[INFO] [1789635025.101208456] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635025.243775495] [vision_manager]: Book detected: xyz=(-0.086, -0.179, 0.401), center=(252, 98)
[INFO] [1789635025.244745517] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635025.245663593] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.491), center=(249, 178)
[INFO] [1789635025.246541101] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789635025.247432737] [vision_manager]: Book detected: xyz=(-0.090, -0.029, 0.401), center=(249, 217)
[INFO] [1789635025.248339075] [vision_manager]: Book detected: xyz=(-0.091, 0.043, 0.400), center=(248, 274)
[INFO] [1789635025.391671660] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635025.392949799] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635025.394176833] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.483), center=(249, 177)
[INFO] [1789635025.395413309] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635025.396633309] [vision_manager]: Book detected: xyz=(-0.130, -0.096, 0.563), center=(247, 186)
[INFO] [1789635025.521661807] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635025.523156425] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635025.524526920] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.491), center=(249, 178)
[INFO] [1789635025.525737568] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789635025.526868054] [vision_manager]: Book detected: xyz=(-0.130, -0.087, 0.563), center=(247, 191)
[INFO] [1789635025.671869723] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635025.673373254] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635025.674825674] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.483), center=(249, 177)
[INFO] [1789635025.676276639] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789635025.677713051] [vision_manager]: Book detected: xyz=(-0.127, -0.096, 0.554), center=(247, 185)
[INFO] [1789635025.802258882] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635025.803129715] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635025.803939065] [vision_manager]: Book detected: xyz=(-0.103, -0.096, 0.461), center=(249, 174)
[INFO] [1789635025.804749666] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789635025.805568773] [vision_manager]: Book detected: xyz=(-0.130, -0.082, 0.563), center=(247, 194)
[INFO] [1789635025.939199933] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635025.940431201] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635025.941447165] [vision_manager]: Book detected: xyz=(-0.105, -0.096, 0.468), center=(249, 175)
[INFO] [1789635025.942969207] [vision_manager]: Book detected: xyz=(0.644, 0.000, 0.869), center=(555, 240)
[INFO] [1789635025.944391306] [vision_manager]: Book detected: xyz=(-0.130, -0.085, 0.563), center=(247, 192)
[INFO] [1789635026.057273662] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635026.058429740] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.483), center=(249, 177)
[INFO] [1789635026.059493696] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635026.060528210] [vision_manager]: Book detected: xyz=(0.616, 0.000, 0.869), center=(545, 240)
[INFO] [1789635026.061584207] [vision_manager]: Book detected: xyz=(-0.127, -0.096, 0.554), center=(247, 185)
[INFO] [1789635026.200757067] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635026.202266133] [vision_manager]: Book detected: xyz=(-0.103, -0.096, 0.468), center=(250, 175)
[INFO] [1789635026.203373404] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635026.204419624] [vision_manager]: Book detected: xyz=(0.608, 0.000, 0.869), center=(542, 240)
[INFO] [1789635026.205470504] [vision_manager]: Book detected: xyz=(-0.090, -0.038, 0.400), center=(249, 210)
[INFO] [1789635026.338804894] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635026.339910280] [vision_manager]: Book detected: xyz=(-0.107, -0.096, 0.483), center=(250, 177)
[INFO] [1789635026.340967357] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635026.342034599] [vision_manager]: Book detected: xyz=(0.611, 0.000, 0.869), center=(543, 240)
[INFO] [1789635026.343102057] [vision_manager]: Book detected: xyz=(-0.130, -0.089, 0.563), center=(247, 190)
[INFO] [1789635026.490293198] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635026.491399172] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.483), center=(249, 177)
[INFO] [1789635026.492562498] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635026.493827033] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789635026.495390721] [vision_manager]: Book detected: xyz=(-0.130, -0.087, 0.563), center=(247, 191)
[INFO] [1789635026.496758186] [vision_manager]: Book detected: xyz=(-0.090, 0.042, 0.400), center=(249, 273)
[INFO] [1789635026.698605945] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635026.700202251] [vision_manager]: Book detected: xyz=(-0.105, -0.096, 0.468), center=(249, 175)
[INFO] [1789635026.701847650] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
