[INFO] [1789635018.730863685] [vision_manager]: Subscribed to rgb=/rgb, depth=/depth, camera_info=/camera_info, target_frame=wrist_camera_optical_frame
[INFO] [1789635037.722931210] [vision_manager]: Book detected: xyz=(0.655, 0.000, 0.869), center=(559, 240)
[INFO] [1789635037.726191073] [vision_manager]: Book detected: xyz=(-0.126, -0.002, 0.563), center=(249, 239)
[INFO] [1789635037.726910962] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635038.006389283] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635038.007380822] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789635038.008304848] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635038.009228794] [vision_manager]: Book detected: xyz=(0.652, 0.000, 0.869), center=(558, 240)
[INFO] [1789635038.010174853] [vision_manager]: Book detected: xyz=(-0.091, -0.021, 0.411), center=(250, 224)
[INFO] [1789635038.148131659] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635038.149258543] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635038.150303029] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789635038.151303401] [vision_manager]: Book detected: xyz=(0.658, 0.000, 0.869), center=(560, 240)
[INFO] [1789635038.152310958] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789635038.153318086] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635038.380332170] [vision_manager]: Book detected: xyz=(-0.088, -0.179, 0.401), center=(250, 98)
[INFO] [1789635038.381423855] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635038.382442765] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.499), center=(249, 179)
[INFO] [1789635038.383454471] [vision_manager]: Book detected: xyz=(0.649, 0.000, 0.869), center=(557, 240)
[INFO] [1789635038.384492020] [vision_manager]: Book detected: xyz=(-0.090, -0.030, 0.400), center=(249, 216)
[INFO] [1789635038.385832365] [vision_manager]: Book detected: xyz=(-0.090, 0.045, 0.401), center=(249, 276)
[INFO] [1789635038.672009079] [vision_manager]: Book detected: xyz=(-0.088, -0.179, 0.401), center=(250, 98)
[INFO] [1789635038.674166375] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635038.675567834] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635038.676941781] [vision_manager]: Book detected: xyz=(0.655, 0.000, 0.869), center=(559, 240)
[INFO] [1789635038.678144283] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789635038.679405138] [vision_manager]: Book detected: xyz=(-0.090, 0.044, 0.400), center=(249, 275)
[INFO] [1789635038.852701188] [vision_manager]: Book detected: xyz=(-0.088, -0.179, 0.401), center=(250, 98)
[INFO] [1789635038.853856737] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635038.854991234] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635038.856179359] [vision_manager]: Book detected: xyz=(0.647, 0.000, 0.869), center=(556, 240)
[INFO] [1789635038.857224627] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789635038.858370383] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635039.061406357] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635039.062510153] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789635039.063524044] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635039.064496450] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789635039.065458677] [vision_manager]: Book detected: xyz=(-0.098, -0.021, 0.439), center=(249, 225)
[INFO] [1789635039.066422202] [vision_manager]: Book detected: xyz=(-0.088, 0.043, 0.400), center=(250, 274)
[INFO] [1789635039.212516722] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635039.213788798] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789635039.214929464] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635039.216097111] [vision_manager]: Book detected: xyz=(0.641, 0.000, 0.869), center=(554, 240)
[INFO] [1789635039.217337838] [vision_manager]: Book detected: xyz=(-0.098, -0.021, 0.439), center=(249, 225)
[INFO] [1789635039.219254502] [vision_manager]: Book detected: xyz=(-0.090, 0.044, 0.400), center=(249, 275)
[INFO] [1789635039.414405632] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635039.415781511] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635039.417112707] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789635039.418432702] [vision_manager]: Book detected: xyz=(0.644, 0.000, 0.869), center=(555, 240)
[INFO] [1789635039.420167934] [vision_manager]: Book detected: xyz=(-0.091, -0.055, 0.402), center=(248, 197)
[INFO] [1789635039.422649827] [vision_manager]: Book detected: xyz=(-0.090, 0.044, 0.400), center=(249, 275)
[INFO] [1789635039.597902621] [vision_manager]: Book detected: xyz=(-0.086, -0.179, 0.401), center=(252, 98)
[INFO] [1789635039.599583565] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635039.601135328] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.491), center=(250, 178)
[INFO] [1789635039.602788641] [vision_manager]: Book detected: xyz=(0.647, 0.000, 0.869), center=(556, 240)
[INFO] [1789635039.604255011] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635039.768760592] [vision_manager]: Book detected: xyz=(-0.086, -0.179, 0.401), center=(252, 98)
[INFO] [1789635039.770400923] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635039.772002740] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.491), center=(250, 178)
[INFO] [1789635039.773592176] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789635039.774927709] [vision_manager]: Book detected: xyz=(-0.123, -0.096, 0.544), center=(248, 184)
[INFO] [1789635039.776279883] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635039.922018951] [vision_manager]: Book detected: xyz=(-0.086, -0.179, 0.401), center=(252, 98)
[INFO] [1789635039.923029085] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635039.923986848] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.499), center=(250, 179)
[INFO] [1789635039.924913758] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789635039.925808550] [vision_manager]: Book detected: xyz=(-0.128, -0.092, 0.563), center=(248, 188)
[INFO] [1789635039.926715404] [vision_manager]: Book detected: xyz=(-0.090, 0.044, 0.400), center=(249, 275)
[INFO] [1789635040.109450226] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635040.111485837] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635040.113656056] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.491), center=(250, 178)
[INFO] [1789635040.115365103] [vision_manager]: Book detected: xyz=(0.622, 0.000, 0.869), center=(547, 240)
[INFO] [1789635040.116697701] [vision_manager]: Book detected: xyz=(-0.123, -0.096, 0.544), center=(248, 184)
[INFO] [1789635040.117887260] [vision_manager]: Book detected: xyz=(-0.090, 0.044, 0.400), center=(249, 275)
[INFO] [1789635040.353094035] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635040.356016988] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635040.357960581] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.499), center=(249, 179)
[INFO] [1789635040.359518658] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789635040.360900904] [vision_manager]: Book detected: xyz=(-0.128, -0.078, 0.563), center=(248, 196)
[INFO] [1789635040.362357781] [vision_manager]: Book detected: xyz=(-0.091, 0.044, 0.400), center=(248, 275)
[INFO] [1789635040.363179414] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635040.551521424] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635040.552677992] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635040.554021111] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.499), center=(249, 179)
[INFO] [1789635040.555222854] [vision_manager]: Book detected: xyz=(0.641, 0.000, 0.869), center=(554, 240)
[INFO] [1789635040.556823736] [vision_manager]: Book detected: xyz=(-0.116, -0.021, 0.511), center=(248, 227)
[INFO] [1789635040.557910143] [vision_manager]: Book detected: xyz=(-0.091, 0.045, 0.401), center=(248, 276)
[INFO] [1789635040.558560231] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635040.824574225] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635040.826642560] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635040.829398166] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635040.830986101] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635040.832386588] [vision_manager]: Book detected: xyz=(-0.114, -0.021, 0.511), center=(249, 227)
[INFO] [1789635040.833783521] [vision_manager]: Book detected: xyz=(-0.090, 0.044, 0.400), center=(249, 275)
[INFO] [1789635040.834594947] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635041.055658981] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635041.058062816] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.499), center=(251, 179)
[INFO] [1789635041.060357569] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635041.063675333] [vision_manager]: Book detected: xyz=(0.652, 0.000, 0.869), center=(558, 240)
[INFO] [1789635041.067015561] [vision_manager]: Book detected: xyz=(-0.114, -0.021, 0.511), center=(249, 227)
[INFO] [1789635041.069008209] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635041.069881911] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635041.274182011] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635041.275852135] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789635041.277143023] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635041.278262043] [vision_manager]: Book detected: xyz=(0.647, 0.000, 0.869), center=(556, 240)
[INFO] [1789635041.279438649] [vision_manager]: Book detected: xyz=(-0.098, -0.021, 0.439), center=(249, 225)
[INFO] [1789635041.280658514] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635041.429479870] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635041.431543002] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635041.434433556] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635041.436989958] [vision_manager]: Book detected: xyz=(0.649, 0.000, 0.869), center=(557, 240)
[INFO] [1789635041.439186033] [vision_manager]: Book detected: xyz=(-0.100, -0.021, 0.439), center=(248, 225)
[INFO] [1789635041.440629742] [vision_manager]: Book detected: xyz=(-0.091, 0.043, 0.400), center=(248, 274)
[INFO] [1789635041.599830128] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635041.602057989] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635041.603984220] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635041.605855531] [vision_manager]: Book detected: xyz=(0.647, 0.000, 0.869), center=(556, 240)
[INFO] [1789635041.607935164] [vision_manager]: Book detected: xyz=(-0.107, -0.021, 0.472), center=(248, 226)
[INFO] [1789635041.610407255] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635041.611641921] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635041.830555967] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635041.831717046] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635041.832998745] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635041.834329358] [vision_manager]: Book detected: xyz=(0.660, 0.000, 0.869), center=(561, 240)
[INFO] [1789635041.835573683] [vision_manager]: Book detected: xyz=(-0.098, -0.021, 0.439), center=(249, 225)
[INFO] [1789635041.836771993] [vision_manager]: Book detected: xyz=(-0.090, 0.042, 0.400), center=(249, 273)
[INFO] [1789635041.993717894] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635041.994998829] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635041.996353043] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635041.997474082] [vision_manager]: Book detected: xyz=(0.652, 0.000, 0.869), center=(558, 240)
[INFO] [1789635041.998503760] [vision_manager]: Book detected: xyz=(-0.100, -0.021, 0.439), center=(248, 225)
[INFO] [1789635041.999508482] [vision_manager]: Book detected: xyz=(-0.091, 0.042, 0.400), center=(248, 273)
[INFO] [1789635042.149681231] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635042.150928596] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789635042.152119001] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635042.153250605] [vision_manager]: Book detected: xyz=(0.652, 0.000, 0.869), center=(558, 240)
[INFO] [1789635042.154629471] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789635042.155805138] [vision_manager]: Book detected: xyz=(-0.090, 0.042, 0.400), center=(249, 273)
[INFO] [1789635042.335327098] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635042.337928675] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789635042.342158975] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635042.343177045] [vision_manager]: Book detected: xyz=(0.638, 0.000, 0.869), center=(553, 240)
[INFO] [1789635042.344942271] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789635042.346291889] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635042.514070485] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635042.515189704] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635042.516289721] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635042.518377529] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635042.520233901] [vision_manager]: Book detected: xyz=(-0.106, -0.021, 0.472), center=(249, 226)
[INFO] [1789635042.522667781] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635042.523465692] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635042.745496398] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635042.746533246] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635042.747482123] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635042.748427400] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635042.749402674] [vision_manager]: Book detected: xyz=(-0.114, -0.021, 0.511), center=(249, 227)
[INFO] [1789635042.751010399] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635042.751948117] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635042.899306120] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789635042.900810299] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635042.902692510] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635042.903984555] [vision_manager]: Book detected: xyz=(0.641, 0.000, 0.869), center=(554, 240)
[INFO] [1789635042.905018993] [vision_manager]: Book detected: xyz=(-0.114, -0.021, 0.511), center=(249, 227)
[INFO] [1789635042.906175173] [vision_manager]: Book detected: xyz=(-0.090, 0.042, 0.400), center=(249, 273)
[INFO] [1789635042.907129625] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635043.103819225] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635043.106181124] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635043.107623424] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635043.108682678] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789635043.109923422] [vision_manager]: Book detected: xyz=(-0.106, -0.021, 0.472), center=(249, 226)
[INFO] [1789635043.110976247] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789635043.111616353] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635043.269310102] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635043.271237928] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789635043.273616290] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635043.275174868] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635043.276502950] [vision_manager]: Book detected: xyz=(-0.114, -0.021, 0.511), center=(249, 227)
[INFO] [1789635043.277661045] [vision_manager]: Book detected: xyz=(-0.091, 0.044, 0.400), center=(248, 275)
[INFO] [1789635043.278394387] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635043.413356726] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635043.414437079] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635043.415515061] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.507), center=(249, 180)
[INFO] [1789635043.416615838] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789635043.417662587] [vision_manager]: Book detected: xyz=(-0.090, -0.024, 0.402), center=(249, 221)
[INFO] [1789635043.418991108] [vision_manager]: Book detected: xyz=(-0.091, 0.045, 0.401), center=(248, 276)
[INFO] [1789635043.565679682] [vision_manager]: Book detected: xyz=(-0.086, -0.179, 0.401), center=(252, 98)
[INFO] [1789635043.567999460] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635043.569281112] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.499), center=(250, 179)
[INFO] [1789635043.570511878] [vision_manager]: Book detected: xyz=(0.647, 0.000, 0.869), center=(556, 240)
[INFO] [1789635043.571602474] [vision_manager]: Book detected: xyz=(-0.090, -0.029, 0.401), center=(249, 217)
[INFO] [1789635043.572722930] [vision_manager]: Book detected: xyz=(-0.091, 0.042, 0.400), center=(248, 273)
[INFO] [1789635043.719096110] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635043.720431643] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635043.721742595] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.507), center=(249, 180)
[INFO] [1789635043.723140768] [vision_manager]: Book detected: xyz=(0.633, 0.003, 0.869), center=(551, 241)
[INFO] [1789635043.724454080] [vision_manager]: Book detected: xyz=(-0.090, -0.027, 0.401), center=(249, 219)
[INFO] [1789635043.725665569] [vision_manager]: Book detected: xyz=(-0.092, 0.042, 0.400), center=(247, 273)
[INFO] [1789635043.922649877] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635043.923612037] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635043.924474919] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.507), center=(248, 180)
[INFO] [1789635043.925604681] [vision_manager]: Book detected: xyz=(0.625, 0.000, 0.869), center=(548, 240)
[INFO] [1789635043.926515547] [vision_manager]: Book detected: xyz=(-0.090, -0.025, 0.401), center=(249, 220)
[INFO] [1789635043.927459846] [vision_manager]: Book detected: xyz=(-0.092, 0.044, 0.400), center=(247, 275)
[INFO] [1789635044.100522710] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635044.101590673] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635044.102592455] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.507), center=(249, 180)
[INFO] [1789635044.103572023] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789635044.104602180] [vision_manager]: Book detected: xyz=(-0.116, -0.021, 0.511), center=(248, 227)
[INFO] [1789635044.105604609] [vision_manager]: Book detected: xyz=(-0.091, 0.044, 0.400), center=(248, 275)
[INFO] [1789635044.106246741] [vision_manager]: No placeable empty shelf position found
[INFO] [1789635044.287213540] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635044.288338246] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635044.289419342] [vision_manager]: Book detected: xyz=(-0.108, -0.096, 0.483), center=(249, 177)
[INFO] [1789635044.290526883] [vision_manager]: Book detected: xyz=(0.641, 0.003, 0.869), center=(554, 241)
[INFO] [1789635044.291640232] [vision_manager]: Book detected: xyz=(-0.128, -0.080, 0.563), center=(248, 195)
[INFO] [1789635044.425116833] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635044.426429222] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635044.428166385] [vision_manager]: Book detected: xyz=(-0.105, -0.096, 0.475), center=(250, 176)
[INFO] [1789635044.429808469] [vision_manager]: Book detected: xyz=(0.638, 0.000, 0.869), center=(553, 240)
[INFO] [1789635044.430957406] [vision_manager]: Book detected: xyz=(-0.128, -0.096, 0.563), center=(248, 186)
[INFO] [1789635044.566936911] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635044.568200693] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635044.569351983] [vision_manager]: Book detected: xyz=(-0.107, -0.096, 0.483), center=(250, 177)
[INFO] [1789635044.570509455] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635044.571613636] [vision_manager]: Book detected: xyz=(-0.090, -0.030, 0.400), center=(249, 216)
[INFO] [1789635044.739152074] [vision_manager]: Book detected: xyz=(-0.087, -0.179, 0.401), center=(251, 98)
[INFO] [1789635044.740360765] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635044.741454109] [vision_manager]: Book detected: xyz=(-0.107, -0.096, 0.483), center=(250, 177)
[INFO] [1789635044.742551557] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635044.743640503] [vision_manager]: Book detected: xyz=(-0.130, -0.096, 0.563), center=(247, 186)
[INFO] [1789635044.885169821] [vision_manager]: Book detected: xyz=(-0.088, -0.179, 0.401), center=(250, 98)
[INFO] [1789635044.886494255] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.491), center=(249, 178)
[INFO] [1789635044.887842245] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635044.889524189] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789635044.891248883] [vision_manager]: Book detected: xyz=(-0.090, -0.030, 0.400), center=(249, 216)
[INFO] [1789635045.040118784] [vision_manager]: Book detected: xyz=(-0.088, -0.180, 0.400), center=(250, 97)
[INFO] [1789635045.043142272] [vision_manager]: Book detected: xyz=(-0.110, -0.096, 0.499), center=(250, 179)
[INFO] [1789635045.044730627] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635045.046400452] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789635045.048024044] [vision_manager]: Book detected: xyz=(-0.090, -0.028, 0.401), center=(249, 218)
[INFO] [1789635045.049673723] [vision_manager]: Book detected: xyz=(-0.090, 0.042, 0.400), center=(249, 273)
[INFO] [1789635045.185448668] [vision_manager]: Book detected: xyz=(-0.088, -0.180, 0.400), center=(250, 97)
[INFO] [1789635045.186468508] [vision_manager]: Book detected: xyz=(-0.107, -0.096, 0.483), center=(250, 177)
[INFO] [1789635045.187429034] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789635045.188404841] [vision_manager]: Book detected: xyz=(0.641, 0.000, 0.869), center=(554, 240)
[INFO] [1789635045.189426152] [vision_manager]: Book detected: xyz=(-0.090, -0.030, 0.400), center=(249, 216)
[INFO] [1789635045.190467038] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789635045.322338264] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789635045.323448929] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789635045.324541698] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
