[INFO] [1789634848.734569019] [vision_manager]: Subscribed to rgb=/rgb, depth=/depth, camera_info=/camera_info, target_frame=wrist_camera_optical_frame
[INFO] [1789634904.123222168] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789634904.124296486] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634904.125277258] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789634904.126257350] [vision_manager]: Book detected: xyz=(-0.090, -0.027, 0.401), center=(249, 219)
[INFO] [1789634904.127211188] [vision_manager]: Book detected: xyz=(-0.090, 0.039, 0.400), center=(249, 271)
[INFO] [1789634904.244172622] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634904.245179003] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634904.246138050] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634904.247101145] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789634904.248058527] [vision_manager]: Book detected: xyz=(-0.093, -0.021, 0.411), center=(248, 224)
[INFO] [1789634904.248972071] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634904.374116518] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634904.375671259] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634904.376970588] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634904.378229461] [vision_manager]: Book detected: xyz=(0.625, 0.000, 0.869), center=(548, 240)
[INFO] [1789634904.379474887] [vision_manager]: Book detected: xyz=(-0.093, -0.021, 0.411), center=(248, 224)
[INFO] [1789634904.380768504] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634904.508327267] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634904.509529912] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789634904.510729136] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634904.511789786] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789634904.512807701] [vision_manager]: Book detected: xyz=(-0.090, -0.029, 0.401), center=(249, 217)
[INFO] [1789634904.513829261] [vision_manager]: Book detected: xyz=(-0.091, 0.040, 0.400), center=(248, 272)
[INFO] [1789634904.726278217] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634904.727729875] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634904.729010510] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634904.730270480] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789634904.731526746] [vision_manager]: Book detected: xyz=(-0.090, -0.022, 0.403), center=(249, 223)
[INFO] [1789634904.732811410] [vision_manager]: Book detected: xyz=(-0.091, 0.037, 0.400), center=(248, 269)
[INFO] [1789634904.880753636] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634904.883319191] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634904.885976767] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634904.888479517] [vision_manager]: Book detected: xyz=(0.616, 0.000, 0.869), center=(545, 240)
[INFO] [1789634904.890739340] [vision_manager]: Book detected: xyz=(-0.089, -0.027, 0.401), center=(250, 219)
[INFO] [1789634904.892877051] [vision_manager]: Book detected: xyz=(-0.090, 0.038, 0.400), center=(249, 270)
[INFO] [1789634905.020360034] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634905.021606352] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634905.022875175] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.024119819] [vision_manager]: Book detected: xyz=(0.638, 0.000, 0.869), center=(553, 240)
[INFO] [1789634905.025244116] [vision_manager]: Book detected: xyz=(-0.088, -0.028, 0.401), center=(250, 218)
[INFO] [1789634905.026340206] [vision_manager]: Book detected: xyz=(-0.091, 0.037, 0.400), center=(248, 269)
[INFO] [1789634905.145746537] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634905.146784007] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634905.147772825] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.148731925] [vision_manager]: Book detected: xyz=(0.625, 0.000, 0.869), center=(548, 240)
[INFO] [1789634905.149688744] [vision_manager]: Book detected: xyz=(-0.091, -0.022, 0.403), center=(248, 223)
[INFO] [1789634905.150602968] [vision_manager]: Book detected: xyz=(-0.091, 0.038, 0.400), center=(248, 270)
[INFO] [1789634905.268861916] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634905.269907934] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634905.270856522] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.271862486] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789634905.272791271] [vision_manager]: Book detected: xyz=(-0.089, -0.027, 0.401), center=(250, 219)
[INFO] [1789634905.273776689] [vision_manager]: Book detected: xyz=(-0.090, 0.037, 0.400), center=(249, 269)
[INFO] [1789634905.384981596] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634905.385934634] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789634905.386848874] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.387759952] [vision_manager]: Book detected: xyz=(0.638, 0.000, 0.869), center=(553, 240)
[INFO] [1789634905.388681461] [vision_manager]: Book detected: xyz=(-0.090, -0.028, 0.401), center=(249, 218)
[INFO] [1789634905.389582219] [vision_manager]: Book detected: xyz=(-0.091, 0.038, 0.400), center=(248, 270)
[INFO] [1789634905.512476825] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634905.514531841] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634905.516941720] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.518721989] [vision_manager]: Book detected: xyz=(0.638, 0.000, 0.869), center=(553, 240)
[INFO] [1789634905.520103862] [vision_manager]: Book detected: xyz=(-0.090, -0.022, 0.403), center=(249, 223)
[INFO] [1789634905.521372413] [vision_manager]: Book detected: xyz=(-0.090, 0.038, 0.400), center=(249, 270)
[INFO] [1789634905.628750320] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634905.630687699] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789634905.632595524] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.634512478] [vision_manager]: Book detected: xyz=(0.625, 0.000, 0.869), center=(548, 240)
[INFO] [1789634905.636389177] [vision_manager]: Book detected: xyz=(-0.090, -0.023, 0.402), center=(249, 222)
[INFO] [1789634905.744727681] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634905.745720143] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789634905.746672139] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.747608467] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789634905.748539787] [vision_manager]: Book detected: xyz=(-0.091, -0.022, 0.403), center=(248, 223)
[INFO] [1789634905.749479490] [vision_manager]: Book detected: xyz=(-0.091, 0.038, 0.400), center=(248, 270)
[INFO] [1789634905.862340648] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634905.863293630] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634905.864219593] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.865133032] [vision_manager]: Book detected: xyz=(0.641, 0.000, 0.869), center=(554, 240)
[INFO] [1789634905.866038389] [vision_manager]: Book detected: xyz=(-0.100, -0.021, 0.439), center=(248, 225)
[INFO] [1789634905.866915057] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634905.992910820] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634905.993860527] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634905.994771106] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634905.995678474] [vision_manager]: Book detected: xyz=(0.616, 0.000, 0.869), center=(545, 240)
[INFO] [1789634905.996623356] [vision_manager]: Book detected: xyz=(-0.093, -0.021, 0.411), center=(248, 224)
[INFO] [1789634905.997604138] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634906.129551003] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634906.131102798] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634906.132367423] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634906.133621766] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789634906.134873372] [vision_manager]: Book detected: xyz=(-0.093, -0.021, 0.411), center=(248, 224)
[INFO] [1789634906.270838122] [vision_manager]: Book detected: xyz=(-0.086, -0.182, 0.400), center=(252, 96)
[INFO] [1789634906.272429695] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634906.273935062] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634906.275368514] [vision_manager]: Book detected: xyz=(0.614, 0.000, 0.869), center=(544, 240)
[INFO] [1789634906.276611115] [vision_manager]: Book detected: xyz=(-0.091, -0.022, 0.403), center=(248, 223)
[INFO] [1789634906.277846431] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634906.388089346] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634906.389665270] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789634906.391192018] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634906.392594888] [vision_manager]: Book detected: xyz=(0.611, 0.000, 0.869), center=(543, 240)
[INFO] [1789634906.393843022] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789634906.395146933] [vision_manager]: Book detected: xyz=(-0.090, 0.039, 0.400), center=(249, 271)
[INFO] [1789634906.525869504] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634906.527362350] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789634906.528610821] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634906.529857302] [vision_manager]: Book detected: xyz=(0.619, 0.000, 0.869), center=(546, 240)
[INFO] [1789634906.531124386] [vision_manager]: Book detected: xyz=(-0.093, -0.021, 0.411), center=(248, 224)
[INFO] [1789634906.532419391] [vision_manager]: Book detected: xyz=(-0.090, 0.039, 0.400), center=(249, 271)
[INFO] [1789634906.644349678] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634906.645333029] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634906.646303471] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634906.647301360] [vision_manager]: Book detected: xyz=(0.608, 0.000, 0.869), center=(542, 240)
[INFO] [1789634906.648367902] [vision_manager]: Book detected: xyz=(-0.100, -0.021, 0.439), center=(248, 225)
[INFO] [1789634906.649427940] [vision_manager]: Book detected: xyz=(-0.091, 0.040, 0.400), center=(248, 272)
[INFO] [1789634906.756552080] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634906.757677881] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634906.758741369] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634906.759807830] [vision_manager]: Book detected: xyz=(0.622, 0.000, 0.869), center=(547, 240)
[INFO] [1789634906.760965693] [vision_manager]: Book detected: xyz=(-0.100, -0.021, 0.439), center=(248, 225)
[INFO] [1789634906.761900353] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634906.868706887] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634906.870058258] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634906.871303988] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634906.872553044] [vision_manager]: Book detected: xyz=(0.622, 0.000, 0.869), center=(547, 240)
[INFO] [1789634906.873798113] [vision_manager]: Book detected: xyz=(-0.098, -0.021, 0.439), center=(249, 225)
[INFO] [1789634906.875044904] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634906.980421898] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634906.981708066] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634906.982951494] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634906.984223900] [vision_manager]: Book detected: xyz=(0.608, 0.000, 0.869), center=(542, 240)
[INFO] [1789634906.985482800] [vision_manager]: Book detected: xyz=(-0.098, -0.021, 0.439), center=(249, 225)
[INFO] [1789634906.986616113] [vision_manager]: Book detected: xyz=(-0.090, 0.039, 0.400), center=(249, 271)
[INFO] [1789634907.096189433] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634907.097295674] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789634907.098370428] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634907.099445480] [vision_manager]: Book detected: xyz=(0.625, 0.000, 0.869), center=(548, 240)
[INFO] [1789634907.100549455] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789634907.101675022] [vision_manager]: Book detected: xyz=(-0.091, 0.040, 0.400), center=(248, 272)
[INFO] [1789634907.222600878] [vision_manager]: Book detected: xyz=(-0.087, -0.182, 0.400), center=(251, 96)
[INFO] [1789634907.223847840] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634907.225098322] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634907.226224498] [vision_manager]: Book detected: xyz=(0.633, 0.000, 0.869), center=(551, 240)
[INFO] [1789634907.227306744] [vision_manager]: Book detected: xyz=(-0.098, -0.021, 0.439), center=(249, 225)
[INFO] [1789634907.228458776] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634907.338654643] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634907.339663958] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634907.340599779] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634907.341530625] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789634907.342444375] [vision_manager]: Book detected: xyz=(-0.090, -0.027, 0.401), center=(249, 219)
[INFO] [1789634907.343342450] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634907.451821502] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634907.453034028] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634907.454173259] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634907.455710417] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789634907.457235865] [vision_manager]: Book detected: xyz=(-0.100, -0.021, 0.439), center=(248, 225)
[INFO] [1789634907.458493323] [vision_manager]: Book detected: xyz=(-0.091, 0.040, 0.400), center=(248, 272)
[INFO] [1789634907.574196221] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634907.576188391] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634907.578146431] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634907.580165212] [vision_manager]: Book detected: xyz=(0.630, 0.000, 0.869), center=(550, 240)
[INFO] [1789634907.581810073] [vision_manager]: Book detected: xyz=(-0.100, -0.021, 0.439), center=(248, 225)
[INFO] [1789634907.583374500] [vision_manager]: Book detected: xyz=(-0.092, 0.039, 0.400), center=(247, 271)
[INFO] [1789634907.690080283] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634907.691653797] [vision_manager]: Book detected: xyz=(-0.115, -0.096, 0.516), center=(249, 181)
[INFO] [1789634907.693281484] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634907.695232141] [vision_manager]: Book detected: xyz=(0.625, 0.003, 0.869), center=(548, 241)
[INFO] [1789634907.697426129] [vision_manager]: Book detected: xyz=(-0.091, -0.024, 0.402), center=(248, 221)
[INFO] [1789634907.698902161] [vision_manager]: Book detected: xyz=(-0.092, 0.039, 0.400), center=(247, 271)
[INFO] [1789634907.800543184] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634907.801655892] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634907.802735173] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634907.803831488] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789634907.804910318] [vision_manager]: Book detected: xyz=(-0.090, -0.023, 0.402), center=(249, 222)
[INFO] [1789634907.805852766] [vision_manager]: Book detected: xyz=(-0.092, 0.035, 0.400), center=(247, 268)
[INFO] [1789634907.922216197] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634907.924322958] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634907.974219375] [vision_manager]: Book detected: xyz=(-0.117, -0.096, 0.516), center=(248, 181)
[INFO] [1789634907.975130544] [vision_manager]: Book detected: xyz=(0.622, 0.000, 0.869), center=(547, 240)
[INFO] [1789634907.976058434] [vision_manager]: Book detected: xyz=(-0.093, -0.023, 0.402), center=(247, 222)
[INFO] [1789634907.976939249] [vision_manager]: Book detected: xyz=(-0.096, 0.038, 0.400), center=(244, 270)
[INFO] [1789634908.092427811] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634908.093493201] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.507), center=(250, 180)
[INFO] [1789634908.094447127] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.095387332] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789634908.096321595] [vision_manager]: Book detected: xyz=(-0.090, -0.024, 0.402), center=(249, 221)
[INFO] [1789634908.097262354] [vision_manager]: Book detected: xyz=(-0.091, 0.039, 0.400), center=(248, 271)
[INFO] [1789634908.211607201] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634908.212689222] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634908.213779803] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.214864081] [vision_manager]: Book detected: xyz=(0.644, 0.000, 0.869), center=(555, 240)
[INFO] [1789634908.215963101] [vision_manager]: Book detected: xyz=(-0.090, -0.024, 0.402), center=(249, 221)
[INFO] [1789634908.217096490] [vision_manager]: Book detected: xyz=(-0.091, 0.040, 0.400), center=(248, 272)
[INFO] [1789634908.320979554] [vision_manager]: Book detected: xyz=(-0.087, -0.182, 0.400), center=(251, 96)
[INFO] [1789634908.322095424] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634908.323161955] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.324230110] [vision_manager]: Book detected: xyz=(0.627, 0.003, 0.869), center=(549, 241)
[INFO] [1789634908.325289435] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789634908.326350452] [vision_manager]: Book detected: xyz=(-0.091, 0.042, 0.400), center=(248, 273)
[INFO] [1789634908.420705194] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634908.421653530] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.516), center=(250, 181)
[INFO] [1789634908.422565404] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.423477835] [vision_manager]: Book detected: xyz=(0.638, 0.000, 0.869), center=(553, 240)
[INFO] [1789634908.424394046] [vision_manager]: Book detected: xyz=(-0.098, -0.021, 0.439), center=(249, 225)
[INFO] [1789634908.425298007] [vision_manager]: Book detected: xyz=(-0.090, 0.043, 0.400), center=(249, 274)
[INFO] [1789634908.539144781] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634908.540270484] [vision_manager]: Book detected: xyz=(-0.112, -0.096, 0.516), center=(251, 181)
[INFO] [1789634908.541355646] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.542424694] [vision_manager]: Book detected: xyz=(0.636, 0.003, 0.869), center=(552, 241)
[INFO] [1789634908.543453715] [vision_manager]: Book detected: xyz=(-0.106, -0.021, 0.472), center=(249, 226)
[INFO] [1789634908.544386441] [vision_manager]: Book detected: xyz=(-0.090, 0.042, 0.400), center=(249, 273)
[INFO] [1789634908.545057120] [vision_manager]: No placeable empty shelf position found
[INFO] [1789634908.634221313] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634908.635209308] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634908.636149048] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.637108149] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789634908.638003089] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789634908.733172546] [vision_manager]: Book detected: xyz=(-0.087, -0.180, 0.400), center=(251, 97)
[INFO] [1789634908.735601682] [vision_manager]: Book detected: xyz=(-0.116, -0.096, 0.534), center=(251, 183)
[INFO] [1789634908.738007884] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.740369725] [vision_manager]: Book detected: xyz=(0.627, 0.000, 0.869), center=(549, 240)
[INFO] [1789634908.742358196] [vision_manager]: Book detected: xyz=(-0.093, -0.021, 0.411), center=(248, 224)
[INFO] [1789634908.848864516] [vision_manager]: Book detected: xyz=(-0.087, -0.182, 0.400), center=(251, 96)
[INFO] [1789634908.850004363] [vision_manager]: Book detected: xyz=(-0.116, -0.096, 0.534), center=(251, 183)
[INFO] [1789634908.851096372] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.852167829] [vision_manager]: Book detected: xyz=(0.616, 0.003, 0.869), center=(545, 241)
[INFO] [1789634908.853230750] [vision_manager]: Book detected: xyz=(-0.092, -0.021, 0.411), center=(249, 224)
[INFO] [1789634908.974164308] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634908.975409803] [vision_manager]: Book detected: xyz=(-0.114, -0.096, 0.525), center=(251, 182)
[INFO] [1789634908.976491515] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634908.977554560] [vision_manager]: Book detected: xyz=(0.636, 0.000, 0.869), center=(552, 240)
[INFO] [1789634908.978616774] [vision_manager]: Book detected: xyz=(-0.100, -0.021, 0.439), center=(248, 225)
[INFO] [1789634908.979680300] [vision_manager]: Book detected: xyz=(-0.091, 0.040, 0.400), center=(248, 272)
[INFO] [1789634909.088268480] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634909.089222059] [vision_manager]: Book detected: xyz=(-0.116, -0.096, 0.525), center=(250, 182)
[INFO] [1789634909.090130579] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634909.091027384] [vision_manager]: Book detected: xyz=(0.655, 0.000, 0.869), center=(559, 240)
[INFO] [1789634909.091922903] [vision_manager]: Book detected: xyz=(-0.093, -0.021, 0.411), center=(248, 224)
[INFO] [1789634909.092821690] [vision_manager]: Book detected: xyz=(-0.091, 0.040, 0.400), center=(248, 272)
[INFO] [1789634909.185646113] [vision_manager]: Book detected: xyz=(-0.086, -0.180, 0.400), center=(252, 97)
[INFO] [1789634909.186692164] [vision_manager]: Book detected: xyz=(0.734, 0.005, 0.869), center=(588, 242)
[INFO] [1789634909.187688340] [vision_manager]: Book detected: xyz=(-0.116, -0.096, 0.525), center=(250, 182)
[INFO] [1789634909.188645703] [vision_manager]: Book detected: xyz=(0.647, 0.000, 0.869), center=(556, 240)
[INFO] [1789634909.189583365] [vision_manager]: Book detected: xyz=(-0.090, -0.028, 0.401), center=(249, 218)
